url;dates;title;description;formerTitleOfTheCollection;foreignLanguageTitleOfTheCollection;nameOfTheCreator;category;accessConditions;languages;links to units;images
"http://szukajwarchiwach.pl/4/1560/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=288&amp;rpp=100&amp;page=3";1890 - 1900;Akta stanu cywilnego Parafii Rzymskokatolickiej w Wyszkach;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - urzêdy stanu cywilnego;tak;rosyjski;"http://szukajwarchiwach.pl/4/1560/0/-/1#tabJednostka""";"http://szukajwarchiwach.pl/4/1560/0/-/1/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
"http://szukajwarchiwach.pl/8/286/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=314&amp;rpp=100&amp;page=4";1874 - 1926;Urz¹d Stanu Cywilnego w Wiêckowicach;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - urzêdy stanu cywilnego;tak;- brak danych -;"http://szukajwarchiwach.pl/8/286/0/1/1#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/2#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/3#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/4#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/5#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/13#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/14#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/15#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/16#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/17#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/18#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/19#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/20#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/21#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/22#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/23#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/24#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/25#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/26#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/27#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/28#tabJednostka,http://szukajwarchiwach.pl/8/286/0/1/29#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/59#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/60#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/61#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/62#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/63#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/71#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/72#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/73#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/74#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/75#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/76#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/77#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/78#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/79#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/80#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/81#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/82#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/83#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/84#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/85#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/86#tabJednostka,http://szukajwarchiwach.pl/8/286/0/3/87#tabJednostka""";"http://szukajwarchiwach.pl/8/286/0/1/1/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/2/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/3/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/4/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/5/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/13/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/14/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/15/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/16/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/17/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/18/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/19/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/20/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/21/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/22/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/23/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/24/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/25/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/26/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/27/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/28/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/1/29/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/59/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/60/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/61/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/62/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/63/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/71/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/72/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/73/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/74/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/75/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/76/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/77/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/78/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/79/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/80/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/81/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/82/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/83/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/84/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/85/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/86/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/286/0/3/87/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
"http://szukajwarchiwach.pl/35/2023/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=4303&amp;rpp=100&amp;page=44";1810 - 1875;Akta stanu cywilnego Parafii Greckokatolickiej w Kodniu;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - urzêdy stanu cywilnego;tak;polski ³aciñski rosyjski;"http://szukajwarchiwach.pl/35/2023/0/1/1#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/2#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/3#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/4#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/5#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/6#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/7#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/8#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/9#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/10#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/11#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/12#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/13#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/14#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/15#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/16#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/17#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/1/63#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/18#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/19#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/20#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/21#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/22#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/23#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/24#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/25#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/26#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/27#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/28#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/29#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/30#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/31#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/32#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/33#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/34#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/35#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/36#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/37#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/38#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/39#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/40#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/41#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/42#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/43#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/44#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/45#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/46#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/47#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/48#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/49#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/50#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/51#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/52#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/53#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/54#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/55#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/56#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/57#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/58#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/59#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/60#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/61#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/62#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/64#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/65#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/66#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/67#tabJednostka,http://szukajwarchiwach.pl/35/2023/0/2.4/68#tabJednostka""";"http://szukajwarchiwach.pl/35/2023/0/1/1/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/2/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/3/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/4/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/5/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/6/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/7/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/8/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/9/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/10/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/11/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/12/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/13/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/14/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/15/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/16/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/17/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/1/63/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/18/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/19/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/20/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/21/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/22/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/23/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/24/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/25/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/26/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/27/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/28/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/29/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/30/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/31/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/32/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/33/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/34/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/35/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/36/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/37/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/38/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/39/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/40/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/41/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/42/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/43/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/44/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/45/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/46/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/47/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/48/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/49/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/50/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/51/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/52/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/53/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/54/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/55/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/56/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/57/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/58/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/59/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/60/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/61/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/62/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/64/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/65/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/66/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/67/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/35/2023/0/2.4/68/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
"http://szukajwarchiwach.pl/5/539/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=291&amp;rpp=100&amp;page=3";1890 - 1910;Akta stanu cywilnego Parafii Rzymskokatolickiej w Porytem;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - akta metrykalne;tak;rosyjski;"http://szukajwarchiwach.pl/5/539/0/-/1#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/2#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/3#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/4#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/5#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/6#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/7#tabJednostka,http://szukajwarchiwach.pl/5/539/0/-/8#tabJednostka""";"http://szukajwarchiwach.pl/5/539/0/-/1/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/2/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/3/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/4/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/5/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/6/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/7/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/5/539/0/-/8/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
"http://szukajwarchiwach.pl/5/760/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=301&amp;rpp=100&amp;page=4";1906 - 1911;Akta stanu cywilnego Parafii Rzymskokatolickiej w Lemanie;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - akta metrykalne;tak;rosyjski;"http://szukajwarchiwach.pl/5/760/0/-/1#tabJednostka""";"http://szukajwarchiwach.pl/5/760/0/-/1/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
"http://szukajwarchiwach.pl/8/380/0/?q=XTYPEro:zesp+jedn+obie&amp;rpp=100&amp;wynik=346&amp;rpp=100&amp;page=4";1874 - 1936 1967 - 1995;Urz¹d Stanu Cywilnego w Ciasnej;brak danych;- brak danych -;- brak danych -;- brak danych -;urzêdy stanu cywilnego i akta metrykalne - urzêdy stanu cywilnego;tak;niemiecki;"http://szukajwarchiwach.pl/8/380/0/1/1#tabJednostka,http://szukajwarchiwach.pl/8/380/0/1/2#tabJednostka,http://szukajwarchiwach.pl/8/380/0/1/3#tabJednostka,http://szukajwarchiwach.pl/8/380/0/1/4#tabJednostka,http://szukajwarchiwach.pl/8/380/0/2/15#tabJednostka,http://szukajwarchiwach.pl/8/380/0/2/16#tabJednostka,http://szukajwarchiwach.pl/8/380/0/2/17#tabJednostka,http://szukajwarchiwach.pl/8/380/0/2/18#tabJednostka,http://szukajwarchiwach.pl/8/380/0/2/19#tabJednostka,http://szukajwarchiwach.pl/8/380/0/3/30#tabJednostka,http://szukajwarchiwach.pl/8/380/0/3/31#tabJednostka,http://szukajwarchiwach.pl/8/380/0/3/32#tabJednostka,http://szukajwarchiwach.pl/8/380/0/3/33#tabJednostka,http://szukajwarchiwach.pl/8/380/0/3/34#tabJednostka""";"http://szukajwarchiwach.pl/8/380/0/1/1/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/1/2/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/1/3/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/1/4/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/2/15/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/2/16/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/2/17/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/2/18/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/2/19/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/3/30/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/3/31/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/3/32/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/3/33/skan/medium/4tU7herNt3Ia-i1Xoweoug,http://szukajwarchiwach.pl/8/380/0/3/34/skan/medium/4tU7herNt3Ia-i1Xoweoug"""
