image;objectUrl;title;inventoryNumber;autor;category;size;provenance;owner;material;technique;dating;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171396/C84805_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/791";Scena batalistyczna;Wil.1350;szko?a francuska;Malarstwo obce;81,0 x 66,5, w ramie: 97,5 x 83,5 x 9,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;2. po?. XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171397/C13176_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/792";Estera i Ahaswerus;Wil.1352;Coypel Nicolas Noel;Malarstwo obce;49,0 x 69,5, w ramie: 66,5 x 86,0 x 6,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171440/C86156_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/793";Maria Józefa (1699-1757) - portret;Wil.1353;Silvestre Louis de;Malarstwo obce;85,5 x 69,3;Saksonia , Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;po 1719;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171480/C23673_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/800";Potocka Aleksandra z Potockich (1818-1892) - portret;Wil.1361;Dukszy?ska-Dukszta Emilia;Malarstwo polskie;63,0 x 50,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;papier , p?ótno;pastel;1877;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171495/C28854_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/804";Pejza?;Wil.1365;Ru?kiewicz;Malarstwo polskie;67,5 x 94,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1873;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171498/C51800_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/821";Pastuszek;Wil.1381;malarz polski;Malarstwo polskie;33,0 x 24,0, w ramie: 46,0 x 36,7;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno , karton;olej;2. po?. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171514/C13534_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/823";Tarnowska Maria Ró?a z Branickich - portret;Wil.1383;Gasser Leopold;Malarstwo obce;78,5 x 62,0;Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1874;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193860/C42914_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/830";Heweliusz - popiersie;Wil.139;nieznany;Rze?ba;57,5 x 35,0;Muzeum Pa?acu Króla Jana III w Wilanowie;gips;rze?bienie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171523/C13533_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/836";Branicka Jadwiga z Potockich (1827-1916) - portret;Wil.1395;Winterhalter Franz;Malarstwo obce;79,0 x 63,0;Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. 1870;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193861/C22377_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/840";Sarbiewski M. - popiersie;Wil.140;nieznany;Rze?ba;58,0 x 30,0;Muzeum Pa?acu Króla Jana III w Wilanowie;gips;rze?bienie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171527/C51711_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/841";Potocki Feliks (zm.1766) - portret;Wil.1400;Brodowski Antoni;Malarstwo polskie;61,0 x 46,5;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;przed 1811;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193862/C85500_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/850";Homer - popiersie;Wil.141;nieznany;Rze?ba;74,0 x 37,0;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;kamieniarstwo , rze?bienie;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171532/C16874_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/881";Czartoryski Józef Klemens (1719-1810) - portret;Wil.1438;Loo Amadee van;Malarstwo obce;67,5 x 58,5;Pary?;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1765;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171682/C14376_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/889";?w. Rodzina ze ?w. Janem;Wil.1445;szko?a w?oska;Malarstwo obce;112,0 x 89,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej , malowanie;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171683/C40303_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/890";Martwa natura;Wil.1446;szko?a niemiecka;Malarstwo obce;105,5 x 152,0;Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175735/C38194_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/894";Wazon z pokryw?;Wil.145;Ceramika;38,3 x 20,0 x 20,2;Holandia , Delft;Muzeum Pa?acu Króla Jana III w Wilanowie;fajans;kobalt;pocz. XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171688/C53383_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/896";Bruehl Henryk ? (1700-1763) - portret;Wil.1452;Silvestre Louis de;Malarstwo obce;80,0 x 66,0;Saksonia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. 1750;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171693/C07511_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/900";Koncert;Wil.1456;Abbate Niccolo dell`;Malarstwo obce;125,0 x 261,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171702/C13540_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/907";Martwa natura;Wil.1462;szko?a francuska;Malarstwo obce;78,0 x 112,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193863/C85509_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/913";Jan III Sobieski - popiersie;Wil.147;Rze?ba;86,0 x 62,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;gips;rze?bienie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171779/C16977_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/925";Satyr porywaj?cy nimf?;Wil.1480;Silvestre Louis de;Malarstwo obce;180,0 x 188,0;Saksonia , Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;lata 30. XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175130/C08879_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/935";Solniczka z wzorem skrzydlatego smoka;Wil.149;Kaendler Johann Joachim;Ceramika;5,4 x 9,0 x 8,8;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;farby naszkliwne;1735 - 1740;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175131/C34025_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/959";Puszka - kubek;Wil.151;Ceramika;8,9 x 8,3 x 8,3;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;farby naszkliwne;ok. 1725 - 1730;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171780/C61148_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/962";Scena rodzajowa;Wil.1512;szko?a holenderska;Malarstwo obce;34,0 x 26,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171798/C28781_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/966";Rinaldo i Armida;Wil.1516;Dyck Anton van;Malarstwo obce;112,5 x 131,4, w ramie: 140,5 x 158,5;Flandria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. 1650;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171799/C28787_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/974";Dama - portret;Wil.1524;szko?a w?oska;Malarstwo obce;80,0 x 63,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171826/C86976_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/978";Klemens XIII (1693-1769) - portret;Wil.1528;Mengs Anton Raphael;Malarstwo obce;72,0 x 60,8, w ramie: ok. 107,0 x 92,0 x 10,0;Rzym , Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;2. po?. XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171834/C61164_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/984";Józef przedstawia swego ojca faraonowi;Wil.1532;Bol Ferdinand;Malarstwo obce;83,0 x 139,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171837/C25141_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/985";?wi?ta Rodzina w ogrodzie;Wil.1533;Rubens Peter Paul;Malarstwo obce;119,0 x 160,0;Flandria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171847/C47947_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/991";Mistyczne za?lubiny ?w. Katarzyny;Wil.1539;Allegri Antonio zw. Correggio;Malarstwo obce;104,0 x 104,0;W?ochy , Parma;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180600/C08888_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/993";Maselniczka z pokrywk?;Wil.777;Ceramika;9,1 x 20,6 x 17,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;farby naszkliwne;ok. 1750 (lub 1774/1775?);
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171865/C46448_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/996";Chrzest podskarbiego królowej Kandaki;Wil.1542;Maulbertsch Franz Anton;Malarstwo obce;136,0 x 106,0;Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. 1750;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171901/C61166_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1002";Wychowanie Amora;Wil.1548;Tycjan;Malarstwo obce;134,0 x 166,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171905/C47977_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1003";Krajobraz z komuni? ?w. Marii Egipcjanki;Wil.1549;Rosa Salvatore;Malarstwo obce;64,5 x 48,8;W?ochy , Neapol;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;przed 1676;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171912/C15355_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1008";Pejza? idealny;Wil.1554;Bloemen Jan Frans van, zw. Orizonte;Malarstwo obce;49,0 x 74,5, w ramie: 63,5 x 88,8;Flandria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171915/C15356_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1009";Odpoczynek w?drowców;Wil.1555;Laer Pieter van zw.Bamboccio;Malarstwo obce;42,7 x 34,0, w ramie: 58,3 x 49,3;W?ochy , Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171921/C58587_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1017";Alegoria historii;Wil.1563;Coypel Nicolas Noel;Malarstwo obce;142,0 x 114,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/171922/C12376_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1020";Odpoczynek Diany;Wil.1566;Liberi Pietro;Malarstwo obce;134,0 x 187,0;W?ochy Pó?nocne;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. po?. XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172827/C41248_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1022";Potocki Jerzy (zm.1747) - portret;Wil.1568;malarz polski;Malarstwo polskie;208,0 x 122,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172828/C85057_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1030";Alegoryczna posta? kobieca;Wil.1575;nieznany;Malarstwo obce;178,0 x 200,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172829/C16084_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1040";Maria Kazimiera Sobieska (1641-1716) - portret;Wil.1584;Tricius Jan;Malarstwo polskie;161,0 x 114,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;ok. 1676;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172830/C46513_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1041";Sobieska Teresa Kunegunda (1676-1730) - portret;Wil.1585;malarz francuski;Malarstwo polskie;44,0 x 33,0;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;kon. XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175132/C48688_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1046";Pó?misek - talerz;Wil.159;Ceramika;3,7 x 31,0 x 31,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;1728 lub 1728 - 1731;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175137/C23052_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1058";Wazon;Wil.160;Stadler Johann Ehrenfried;Ceramika;52,2 x 23,5 x 23,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;ok. 1730;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172831/C15357_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1062";Pejza?;Wil.1603;szko?a w?oska;Malarstwo obce;53,4 x 56,4, w ramie: 73,6 x 77,2;W?ochy , Parma;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172832/C14389_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1066";Pasterz ze stadem;Wil.1607;Roos Philipp Peter zw.Rosa da Tivoli;Malarstwo obce;95,0 x 132,0, w ramie: 114,4 x 150,3;W?ochy , Niemcy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172833/C16960_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1067";Pejza? w?oski;Wil.1608;Pynaker Adam;Malarstwo obce;44,0 x 43,0;Holandia , Delft;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;przed 1673;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180597/C08391_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1069";Wazon z pokryw?;Wil.161;Stadler Johann Ehrenfried;Ceramika;60,0 x 22,0 x 22,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;ok. 1730;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172834/C13525_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1071";Potocka Krystyna (ok.1776-1800) - portret;Wil.1611;Landi Gaspare;Malarstwo obce;27,0 x 21,5, w ramie: 37,0 x 32,0;W?ochy , Rzym;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1796;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172835/C17228_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1075";?w. Hieronim;Wil.1615;Sirani Elisabetta;Malarstwo obce;47,4 x 35,4, w ramie: 64,4 x 52,2;W?ochy , Bolonia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1661;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175133/C30142_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1080";Wazon z pokryw?;Wil.162;Ceramika;38,2 x 23,0 x 23,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;ok. 1730 - 1735;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172836/C50922_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1091";?mier? Stefana Czarnieckiego;Wil.1628;Krasi?ska Eliza z Branickich;Malarstwo polskie;29,0 x 35,5;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1844;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172883/C13526_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1092";Potocki Aleksander (1776-1845) - portret;Wil.1629;Landi Gaspare;Malarstwo obce;27,5 x 21,5, w ramie: 37,5 x 31,5;W?ochy , Rzym;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1796;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172917/C28801_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1094";Pustelnik w medytacji;Wil.1631;szko?a w?oska;Malarstwo obce;22,3 x 28,7, w ramie: 32,6 x 39,4;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172919/C10152_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1095";Vanitas /m??czyzna z czaszk?/;Wil.1632;nieznany;Malarstwo obce;32,5 x 27,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172920/C52646_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1096";Caritas Romana;Wil.1633;nieznany;Malarstwo obce;28,0 x 35,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172921/C84985_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1097";?w. Rodzina ze ?w. Janem i ?w. El?biet?;Wil.1634;Bourdon Sebastien (1616 - 1671) , Subleyras Pierre Hubert (1699 - 1749);Malarstwo obce;30,5 x 40,0;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;2. ?w. XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172927/C14392_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1102";Madonna z Dzieci?tkiem;Wil.1639;szko?a w?oska , Cantarini Simone;Malarstwo obce;51,5 x 47,5;Werona , W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172929/C16978_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1103";Monochromatyczny pejza? dekoracyjny;Wil.1640;nieznany;Malarstwo obce;40,0 x 50,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172932/C17061_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1104";Monochromatyczny pejza? dekoracyjny;Wil.1641;nieznany;Malarstwo obce;40,0 x 50,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/172964/C14393_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1108";Scena parkowa;Wil.1645;Watteau Francois zw. Watteau de Lille;Malarstwo obce;58,0 x 77,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1786?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173099/C53534_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1110";Krajobraz w?oski z pasterzami;Wil.1647;Does Jacob van der;Malarstwo obce;50,0 x 60,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;po?. XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173102/C85006_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1111";Krajobraz fantastyczny z wodospadem;Wil.1648;nieznany;Malarstwo obce;85,7 x 133,8, w ramie: ok. 101,0 x 148,5 x 7,0;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII/XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173110/C09092_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1112";Pejza?;Wil.1649;szko?a francuska;Malarstwo obce;95,0 x 133,0, w ramie: 111,2 x 149,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175134/C07344_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1113";Lichtarz jedno?wiecowy;Wil.165;Ceramika;15,6 x 9,8 x 8,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;ok. 1730;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173120/C14395_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1115";G?ówka dziewczynki - portret;Wil.1651;Ledoux Jeanne Philiberte;Malarstwo obce;39,0 x 31,0, w ramie: 55,0 x 45,5 x 7,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;XVIII/XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173121/C28928_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1116";Triumf Bachusa;Wil.1652;Jordaens Jacob;Malarstwo obce;202,0 x 156,0, w ramie: 232,5 x 185,0;Flandria;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;po ok. 1645;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173125/C14397_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1117";Dama z czwórk? dzieci (?ona artysty) : portret;Wil.1653;Wallerant Vaillant;Malarstwo obce;82,5 x 65,5, w ramie: 101,8 x 85,5;Holandia;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1665 - 1667;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/173126/C11155_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/1118";Zas?awski Ostrogski W?adys?aw Dominik (zm.1656) - portret;Wil.1654;Strobel Bart?omiej;Malarstwo polskie;112,0 x 84,0, w ramie: 123,5 x 98,0 x 6,6;Polska , ?l?sk;Muzeum Pa?acu Króla Jana III w Wilanowie;p?ótno;olej;1635;
